Genome_id	Length	Taxid	Species
GCA_000622205.1	901123	1448135	Mycoplasma leonicaptivi ATCC 49890
GCA_000622245.1	2103008	1408439	Fusobacterium perfoetens ATCC 29250
GCA_000622325.1	4229467	1342299	Sulfitobacter geojensis
GCA_000622345.1	4131080	1443112	Sulfitobacter mediterraneus KCTC 32188
GCA_000622365.1	3914541	1342302	Sulfitobacter noctilucae
GCA_000622385.1	4085976	1342301	Sulfitobacter noctilucicola
GCA_000622405.1	3540159	1300350	Sulfitobacter donghicola DSW-25 = KCTC 12864 = JCM 14565
GCA_000622425.1	3976672	1443111	Sulfitobacter guttiformis KCTC 32187
GCA_000622895.1	3380881	1349818	Herminiimonas sp. CN
GCA_000626635.1	5132075	1168034	Draconibacterium orientale
GCA_000626675.1	3568218	1404244	Corynebacterium glyciniphilum
GCA_000632125.2	4032326	1219045	Sphingobium herbicidovorans NBRC 16415
GCA_000632455.1	3345299	466088	Acinetobacter sp. Ver3
GCA_000632715.1	3798752	1220594	Parageobacillus caldoxylosilyticus NBRC 107762
GCA_000632805.1	5396991	1379159	Dyella jiangningensis
GCA_000632845.1	1148904	391036	Ehrlichia sp. HF
GCA_000632985.1	884232	33994	Neorickettsia helminthoeca
GCA_000633215.1	3617767	1416752	Microbacterium paraoxydans DH1b
GCA_000633415.1	3123278	1397278	Leucobacter sp. PH1c
GCA_000633935.1	3448426	765873	Ectothiorhodospira haloalkaliphila ATCC 51935
GCA_000647675.1	3453172	1406866	Sulfitobacter pontiacus 3SOLIMAR09
GCA_000647975.1	3715337	1454373	Actibacterium mucosum KCTC 23349
GCA_000648515.1	5371331	546	Citrobacter freundii
GCA_000648615.1	3204201	1444306	Sporolactobacillus terrae DSM 11697
GCA_000661895.1	3267233	42256	Rubrobacter radiotolerans
GCA_000661955.1	4648976	216778	Stenotrophomonas rhizophila
GCA_000671395.1	3176383	1461693	Actibacterium atlanticum
GCA_000682715.1	3604440	1280948	Hyphomonas atlantica
GCA_000682755.1	3802763	1280946	Hyphomonas beringensis
GCA_000682775.1	3310973	1207058	Hyphomonas sp. L-53-1-40
GCA_000684975.1	6475434	1218074	Paraburkholderia acidipaludis NBRC 101816
GCA_000685215.1	3640843	1280952	Hyphomonas jannaschiana VP2
GCA_000685235.1	3668571	1280949	Hyphomonas adhaerens MHS-3
GCA_000685275.1	3618770	1280950	Hyphomonas johnsonii MHS-2
GCA_000685295.1	4280175	1280953	Hyphomonas oceanitis SCH89
GCA_000685315.1	4050957	1280954	Hyphomonas polymorpha PS728
GCA_000685355.1	3354763	1479651	Microbacterium sp. CH12i
GCA_000685805.1	3098053	1123034	Psychrobacter phenylpyruvicus DSM 7000 = NBRC 102152
GCA_000685885.1	822890	1408435	Entomoplasma melaleucae ATCC 49191
GCA_000685905.1	839829	1408467	Mycoplasma pirum ATCC 25960
GCA_000686005.1	4729246	1449065	Phyllobacterium sp. UNC302MFCol5.2
GCA_000686125.1	3561124	877411	Ruminococcus sp. NK3A76
GCA_000686145.1	3583479	1476973	Peptostreptococcaceae bacterium VA2
GCA_000686505.1	1934381	1339247	Leuconostoc pseudomesenteroides PS12
GCA_000686525.1	2939696	1121413	Desulfonatronovibrio hydrogenovorans DSM 9292
GCA_000686545.1	916605	1408449	Mesoplasma syrphidae ATCC 51578
GCA_000686565.1	2475170	1408441	Helicobacter bilis ATCC 51630
GCA_000686585.1	778716	1408465	Mycoplasma lipofaciens ATCC 35015
GCA_000686605.1	2138493	1123317	Streptococcus sobrinus DSM 20742 = ATCC 33478
GCA_000686625.1	5904341	1123265	Sphingobacterium thalpophilum DSM 11723
GCA_000686645.1	2654868	1121430	Desulfotomaculum thermocisternum DSM 10259
GCA_000686665.1	3143441	1121333	[Clostridium] saccharogumia DSM 17460
GCA_000686705.1	4101506	1121319	Clostridium hydrogeniformans DSM 21757
GCA_000686725.1	4589511	1121293	Clostridium akagii DSM 12554
GCA_000686845.1	7486340	1449063	Paenibacillus sp. UNC451MF
GCA_000686885.1	3158735	1121896	Flavobacterium sasangense DSM 21067
GCA_000686905.1	2920434	1122211	Marinospirillum insulare DSM 21763
GCA_000687145.1	2660928	1312852	Thermoanaerobaculum aquaticum
GCA_000687435.1	4260257	1417296	Defluviimonas sp. 20V17
GCA_000687515.1	2844447	140626	Lachnobacterium bovis
GCA_000687535.1	1810652	1449345	Helicobacter rodentium ATCC 700285
GCA_000687555.1	4732373	1410651	[Clostridium] aerotolerans DSM 5434
GCA_000687655.1	2686267	1410633	Lachnospiraceae bacterium YSB2008
GCA_000687675.1	2718916	1410627	Lachnospiraceae bacterium NC2008
GCA_000687695.1	2688503	1410631	Lachnospiraceae bacterium P6B14
GCA_000687735.1	1282372	1408415	Acholeplasma equifetale ATCC 29724
GCA_000687775.1	764934	1408461	Mycoplasma felifaucium ATCC 43428
GCA_000687795.1	1325910	1408471	Mycoplasma testudinis ATCC 43263
GCA_000687815.1	769819	1408459	Mycoplasma elephantis ATCC 51980
GCA_000687835.1	1219180	1408417	Acholeplasma modicum ATCC 29102
GCA_000687855.1	893830	1408463	Mycoplasma glycophilum ATCC 35277
GCA_000687875.1	3403931	1408419	Acidocella facilis ATCC 35904
GCA_000687915.1	4281274	1392488	Leeuwenhoekiella sp. Hel_I_48
GCA_000687955.1	3023790	1392497	Clostridioides mangenotii LM2
GCA_000687975.1	3191482	1392493	Lachnospiraceae bacterium AC2031
GCA_000688015.1	2301752	1392487	Eubacterium sp. AB3007
GCA_000688035.1	3083950	1392491	Ruminococcaceae bacterium AE2021
GCA_000688095.1	6572728	1380390	Solirubrobacterales bacterium URHD0059
GCA_000688115.1	4402495	1305734	Polaromonas sp. EUR3 1.2.1
GCA_000688235.1	4053560	1123355	Terasakiella pusilla DSM 6293
GCA_000688255.1	3600773	1123255	Simplicispira psychrophila DSM 11588
GCA_000688295.1	4659730	1122614	Pseudooceanicola nanhaiensis DSM 18065
GCA_000688335.1	4106053	1392490	Sediminibacter sp. Hel_I_10
GCA_000688375.1	3318148	1392486	Prevotella sp. HUN102
GCA_000688395.1	2925008	1121020	Haematomicrobium sanguinis DSM 21259
GCA_000688415.1	2261008	1121368	Corynebacterium pseudodiphtheriticum DSM 44287
GCA_000688455.1	3686523	1382359	Acidobacterium ailaaui
GCA_000688475.1	4210445	1380354	Cellulomonas sp. URHE0023
GCA_000688515.1	3872586	1120956	Afifella pfennigii DSM 17143
GCA_000688615.1	5001037	639030	Acidobacteria bacterium KBS 146
GCA_000688655.1	3850073	1082705	Lonsdalea quercina subsp. quercina
GCA_000689175.1	1019510	1150948	Wolbachia endosymbiont of Glossina morsitans morsitans
GCA_000689195.1	4592824	1286631	Sphaerotilus natans subsp. natans DSM 6575
GCA_000689255.1	6382840	47839	Mycobacterium triplex
GCA_000689375.1	1012588	1354314	Cardinium endosymbiont cBtQ1 of Bemisia tabaci
GCA_000689395.1	3415905	1458461	Candidatus Phaeomarinobacter ectocarpi
GCA_000689415.1	6162905	65741	Pseudomonas knackmussii
GCA_000691225.1	3412133	267850	Nitrincola lacisaponensis
GCA_000691385.1	848102	29559	Mycoplasma hyosynoviae
GCA_000691805.2	2129476	1329250	Weissella oryzae SG25
GCA_000695095.2	4716552	1379270	Gemmatimonas phototrophica
GCA_000695235.1	9372401	68570	Streptomyces albulus
GCA_000695255.1	4533138	1654360	Photobacterium galatheae
GCA_000695795.1	3792640	1492738	Flavobacterium seoulense
GCA_000695835.1	793841	2113	Mycoplasma californicum
GCA_000696095.1	7044473	1220581	Rhizobium rhizogenes NBRC 13257
GCA_000696185.1	8174272	1348663	Kitasatospora cheerisanensis KCTC 2395
GCA_000696365.1	1657692	1462938	Rickettsia buchneri
GCA_000696485.1	4074048	213554	Halomonas campaniensis
GCA_000697965.2	7267502	106592	Ensifer adhaerens
GCA_000698125.1	3872620	1460635	Geomicrobium sp. JCM 19038
GCA_000698145.1	4170367	1460636	Geomicrobium sp. JCM 19039
GCA_000698575.1	7767215	871203	Caballeronia zhejiangensis
GCA_000698595.1	8637375	60547	Caballeronia glathei
GCA_000699505.1	1430433	529884	Rhodoluna lacicola
GCA_000699585.1	3404633	1121324	Peptoclostridium litorale DSM 5388
GCA_000701265.1	3580227	1122170	Legionella wadsworthii DSM 21896 = ATCC 33877
GCA_000701345.1	6793945	1380355	Bradyrhizobium sp. URHD0069
GCA_000701365.1	5177578	1380356	Blastococcus sp. URHD0036
GCA_000701405.1	4800021	1121381	Deinococcus marmoris DSM 12784
GCA_000701425.1	4031778	1121380	Deinococcus frigens DSM 12807
GCA_000701445.1	3220540	1121124	Brevundimonas bacteroides DSM 4726
GCA_000701465.1	2948319	1122933	Paraoerskovia marina DSM 21750
GCA_000701485.1	813344	1122249	Mycoplasma sturni DSM 22021
GCA_000701505.1	6173415	1121483	Dyadobacter crusticola DSM 16708
GCA_000701545.1	2760118	1408320	Lachnospiraceae bacterium AC2014
GCA_000701585.1	4175408	1408418	Acidiphilium angustum ATCC 35903
GCA_000701625.1	4255528	1408324	Lachnospiraceae bacterium MC2017
GCA_000701665.1	2646896	1408437	Butyricicoccus desmolans ATCC 43058
GCA_000701685.1	1795494	1408440	Gemella sanguinis ATCC 700632
GCA_000701705.1	4630442	1408428	Bilophila wadsworthia ATCC 49260
GCA_000701725.1	3148938	877415	Erysipelotrichaceae bacterium NK3D112
GCA_000701785.1	840640	1408453	Mycoplasma alvi ATCC 29626
GCA_000701805.1	767866	1408464	Mycoplasma iners ATCC 19705
GCA_000701825.1	902877	1408456	Mycoplasma collis ATCC 35278
GCA_000701845.1	910711	1408458	Mycoplasma columborale ATCC 29258
GCA_000701865.1	811556	1408462	Mycoplasma felis ATCC 23391
GCA_000701905.1	3118301	1410668	Proteiniclasticum ruminis DSM 24773
GCA_000701925.1	2861669	1200567	Ruminobacter sp. RM87
GCA_000701945.1	3125163	1410671	Ruminococcus flavefaciens MC2020
GCA_000702025.1	6679327	1410649	Blautia schinkii DSM 10518
GCA_000702045.1	2675466	1410676	Succinivibrio dextrinosolvens H5
GCA_000702065.1	2126709	1410657	Kandleria vitulina DSM 20405
GCA_000702085.1	2978537	1410630	Lachnospiraceae bacterium P6A3
GCA_000702125.1	3945387	1410628	Lachnospiraceae bacterium ND2006
GCA_000702165.1	2411783	1410674	Sharpea azabuensis DSM 18934
GCA_000702245.1	2895073	1410622	Lachnospiraceae bacterium C6A11
GCA_000702265.1	3407272	1410610	Butyrivibrio sp. NC2002
GCA_000702285.1	3848685	1410607	Bacteroides sp. Ga6A1
GCA_000702305.1	4635764	1125973	Bosea sp. 117
GCA_000702325.1	2655367	90814	Thiomicrospira sp. Milos-T2
GCA_000702425.1	1315625	1313265	Thermocrinis sp. GBS
GCA_000702445.1	5747993	1340493	Bryobacter aggregatus MPL3
GCA_000702465.1	4705879	1380347	Geodermatophilaceae bacterium URHB0048
GCA_000702485.1	4091649	1382304	Alicyclobacillus macrosporangiidus CPP55
GCA_000702505.1	5607959	1382306	Thermogemmatispora carboxidivorans
GCA_000702525.1	2555436	1392494	Lachnospiraceae bacterium AC2012
GCA_000702545.1	3665894	1392502	Selenomonas ruminantium AB3002
GCA_000702585.1	3037601	1397694	Exiguobacterium aurantiacum DSM 6208
GCA_000702665.1	5128906	1121438	Desulfovibrio alcoholivorans DSM 5433
GCA_000702685.1	2772364	1408321	Lachnospiraceae bacterium AC2028
GCA_000702705.1	852572	1408469	Mycoplasma simbae ATCC 49888
GCA_000702725.1	778966	1408448	Mesoplasma photuris ATCC 49581
GCA_000702745.1	661755	1408455	Mycoplasma cloacale ATCC 35276
GCA_000702765.1	1430451	1408416	Acholeplasma hippikon ATCC 29725
GCA_000702785.1	902769	1408468	Mycoplasma primatum ATCC 25948
GCA_000702805.1	739184	1408454	Mycoplasma anseris ATCC 49234
GCA_000702845.1	3213641	1410624	Lachnospiraceae bacterium FE2018
GCA_000702885.1	3697107	1410612	Oribacterium sp. P6A1
GCA_000702945.1	6360979	1449050	Clostridium sp. KNHs205
GCA_000703005.1	2804489	1458469	Pseudobutyrivibrio ruminis HUN009
GCA_000703065.1	3859732	1458462	Lachnospiraceae bacterium AC2029
GCA_000703085.1	2074826	1158345	Persephonella sp. KM09-Lau-8
GCA_000703125.1	3060291	37659	Clostridium algidicarnis
GCA_000703165.1	4470907	1506994	Butyrivibrio sp. AE3004
GCA_000705255.1	1751734	202	Campylobacter mucosalis
GCA_000705335.1	5361575	1224318	Mangrovibacter sp. MFB070
GCA_000705555.1	4552885	1232683	Marinobacterium sp. AK27
GCA_000706625.1	1747106	1134510	Bartonella koehlerae C-29
GCA_000706645.1	1534143	685782	Bartonella rochalimae ATCC BAA-1498
GCA_000706685.1	2866963	1288	Staphylococcus xylosus
GCA_000708045.1	3890033	1137280	Marinobacter nitratireducens
GCA_000708885.1	3559280	1454010	Cellulomonas sp. HZM
GCA_000709085.1	3045860	698769	Virgibacillus alimentarius
GCA_000709555.1	309299	1415657	Candidatus Walczuchella monophlebidarum
GCA_000709795.1	1394706	1293911	Bartonella bacilliformis Ver097
GCA_000709935.2	4072175	246786	Bacillus indicus
GCA_000710465.2	9851701	1444768	Kitasatospora sp. MBT63
GCA_000710505.1	5045869	388467	Planktothrix agardhii NIVA-CYA 126/8
GCA_000710735.1	1702336	1385420	Francisella sp. W12-1067
GCA_000710775.1	5606375	305900	Endozoicomonas elysicola
GCA_000710935.1	3085726	1492281	alpha proteobacterium Q-1
GCA_000711195.1	2108215	1123517	Thiomicrospira pelophila DSM 1534
GCA_000711225.1	5088373	1122946	Pelobacter seleniigenes DSM 18267
GCA_000711235.1	4299196	1158294	Prevotella sp. 10(H)
GCA_000711245.1	3653213	1415779	Polycyclovorans algicola TG408
GCA_000711295.1	3390909	1307759	Desulfovibrio sp. L21-Syr-AB
GCA_000711305.1	2676715	1449087	Thiomicrospira sp. MA2-6
GCA_000711315.1	2609305	1123513	Hydrogenovibrio marinus DSM 11271
GCA_000711715.1	2533034	1123267	Sphingomonas astaxanthinifaciens DSM 22298
GCA_000711725.1	6428469	1123060	Roseomonas aerilata DSM 19363
GCA_000711735.1	4185035	1121447	Desulfovibrio frigidus DSM 17176
GCA_000711795.1	4304676	1123494	Vibrio pacinii DSM 19139
GCA_000711805.1	4463095	1123497	Vibrio rhizosphaerae DSM 18581
GCA_000711825.1	3114416	1121296	[Clostridium] aminophilum DSM 10710
GCA_000711875.1	5149006	1120999	Andreprevotia chitinilytica DSM 18519
GCA_000711885.1	5030199	1121283	Chromobacterium haemolyticum DSM 19808
GCA_000711955.1	5780610	1122604	Nevskia soli DSM 19509
GCA_000711965.1	4025772	1120944	Actinomyces israelii DSM 43320
GCA_000711975.1	2622239	1121423	Desulfotomaculum alkaliphilum DSM 12257
GCA_000711985.1	4586440	1123055	Rheinheimera texasensis DSM 17496
GCA_000712035.1	2554929	1123233	Salinicoccus luteus DSM 17002
GCA_000712055.1	4207177	1514668	Ruminococcus sp. HUN007
GCA_000712165.1	835388	1408476	Ureaplasma canigenitalium ATCC 51252
GCA_000712175.1	765157	1408457	Mycoplasma columbinum ATCC 29257
GCA_000712185.1	779012	1408466	Mycoplasma opalescens ATCC 27921
GCA_000712295.1	2741240	2754	Synergistes jonesii
GCA_000712315.1	4945295	1402135	Sulfitobacter pseudonitzschiae
GCA_000712595.1	4643113	574376	Bacillus manliponensis
GCA_000714535.1	3728293	1353537	Thioclava pacifica DSM 10166
GCA_000714545.1	3822068	1353528	Thioclava indica
GCA_000714715.1	3415676	1455061	Candidatus Magnetobacterium casensis
GCA_000714765.1	3263324	383381	Erythrobacter sp. JL475
GCA_000714815.1	5429412	1048983	Anditalea andensis
GCA_000714935.1	4874793	1157490	Tumebacillus flagellatus
GCA_000715015.1	3602162	1044	Erythrobacter longus
GCA_000715495.1	5262418	1505605	Hymenobacter sp. IS2118
GCA_000715505.1	4179056	1185766	Thioclava dalianensis
GCA_000716215.1	9462133	67356	Streptomyces resistomycificus
GCA_000716595.1	8934493	1463825	Saccharothrix sp. NRRL B-16314
GCA_000716675.1	9717375	67267	Streptomyces alboflavus
GCA_000716715.1	11445570	35754	Dactylosporangium aurantiacum
GCA_000716755.1	10882771	103733	Saccharothrix syringae
GCA_000716805.1	10925884	66378	Streptomyces yerevanensis
GCA_000717025.1	8216207	66869	Streptomyces atroolivaceus
GCA_000717175.1	8023843	2074	Pseudonocardia autotrophica
GCA_000717285.1	9589920	132474	Streptomyces rimosus subsp. rimosus
GCA_000717335.1	10103604	330084	Amycolatopsis jejuensis
GCA_000717345.1	8181439	47763	Streptomyces lydicus
GCA_000717715.1	8863434	1463833	Streptomyces sp. NRRL B-24484
GCA_000717745.1	7941520	66377	Streptomyces violens
GCA_000718005.1	6026369	65497	Actinoalloteichus cyanogriseus
GCA_000718015.1	7046907	66875	Streptomyces catenulae
GCA_000718025.1	9343474	67352	Streptomyces purpeofuscus
GCA_000718085.1	3451363	76636	Mycetocola saprophilus
GCA_000718095.1	8243500	1440053	Streptomyces scopuliridis RB72
GCA_000718255.1	6032404	58123	Spirillospora albida
GCA_000718315.1	8945636	146922	Streptomyces griseofuscus
GCA_000718325.1	4028666	1713	Oerskovia turbata
GCA_000718475.1	8661267	1464078	Microbispora rosea subsp. nonnitritogenes
GCA_000718595.1	7389938	1896	Streptomyces bikiniensis
GCA_000718635.1	8588807	67373	Streptomyces varsoviensis
GCA_000718985.1	5850061	44060	Streptomyces megasporus
GCA_000719115.1	8642480	40571	Lentzea albidocapillata
GCA_000719135.1	6480326	500153	Streptomyces avicenniae
GCA_000719265.1	7205477	66429	Streptomyces roseoverticillatus
GCA_000719335.1	8150698	1463920	Streptomyces sp. NRRL S-87
GCA_000719515.1	4962379	1463821	Glycomyces sp. NRRL B-16210
GCA_000719865.1	6938318	67257	Streptomyces albus subsp. albus
GCA_000719955.1	7084693	1886	Streptomyces albidoflavus
GCA_000719975.1	5220823	43354	Prauserella rugosa
GCA_000720035.1	4708587	1727	Corynebacterium variabile
GCA_000720255.1	9889723	67263	Streptomyces griseus subsp. griseus
GCA_000720335.1	4163496	397278	Marmoricola aequoreus
GCA_000720425.1	7663723	1223547	Nocardia rhamnosiphila NBRC 108938
GCA_000720455.1	8318538	1961	Streptomyces virginiae
GCA_000720475.1	9321142	67275	Streptomyces aureocirculatus
GCA_000720925.1	3985545	367299	Phycicoccus jejuensis
GCA_000720955.1	8516825	211114	Allokutzneria albata
GCA_000720965.1	6947236	390989	Actinocatenispora sera
GCA_000721075.1	9441077	2002	Streptosporangium amethystogenes
GCA_000721105.1	10063079	1968	Streptomyces cellulosae
GCA_000721235.1	8584392	47716	Streptomyces olivaceus
GCA_000721265.1	7186016	1463857	Streptomyces sp. NRRL F-5126
GCA_000721275.1	7476360	1996	Microtetraspora glauca
GCA_000721445.1	8825667	1463854	Streptomyces sp. NRRL F-5053
GCA_000722615.1	5134606	1509405	Pseudorhizobium pelagicum
GCA_000722635.1	6342227	1137799	Endozoicomonas numazuensis
GCA_000722885.1	4566318	1358423	Pedobacter antarcticus 4BY
GCA_000723165.1	5949001	55508	Janthinobacterium agaricidamnosum
GCA_000723205.1	4228350	320324	Formosa agariphila
GCA_000723225.2	1435676	1402163	Wolbachia endosymbiont wPip_Mol of Culex molestus
GCA_000723405.1	5288135	65786	Hydrogenophaga intermedia
GCA_000723425.2	6450522	1781	Mycobacterium marinum
GCA_000723465.1	2968500	1160721	Ruminococcus bicirculans
GCA_000723505.1	3149227	1433126	Mucinivorans hirudinis
GCA_000723525.1	4082902	156205	Halobacillus trueperi
GCA_000723565.1	1978091	1343158	Saccharibacter sp. AM169
GCA_000723585.1	4353177	1462526	Virgibacillus massiliensis
GCA_000724485.1	3425208	1471	Bacillus methanolicus
GCA_000724605.1	2159306	59505	Actinotignum schaalii
GCA_000724625.1	5231762	1005039	Fimbriimonas ginsengisoli
GCA_000724775.3	4843789	28031	Lysinibacillus fusiformis
GCA_000725365.1	3577082	586416	Terribacillus aidingensis
GCA_000725405.1	3113642	1274	Dermacoccus nishinomiyaensis
GCA_000725485.1	11006208	359159	Nonomuraea candida
GCA_000725495.1	9928053	193461	Streptomyces aureus
GCA_000725795.1	6383407	73044	Streptomyces seoulensis
GCA_000725885.1	7633340	67257	Streptomyces albus subsp. albus
GCA_000729985.1	3123663	266748	Chryseobacterium antarcticum
GCA_000730245.1	1615277	86106	endosymbiont of Acanthamoeba sp. UWC8
GCA_000730385.1	4308833	589873	Alteromonas australica
GCA_000730475.1	5689593	1342794	Photobacterium sanctipauli
GCA_000731315.1	6455027	399	Neorhizobium galegae
GCA_000731795.1	1112309	1179155	Candidatus Photodesmus blepharus
GCA_000731915.1	1011202	1188241	Ureaplasma diversum NCTC 246
GCA_000731955.1	3554760	1446475	Halomonas zincidurans B6
GCA_000732325.1	5631423	1499968	Paenibacillus sp. TCA20
GCA_000732535.1	4282309	1304275	Salinisphaera hydrothermalis C41B8
GCA_000732605.1	5038011	29354	[Clostridium] celerecrescens
GCA_000732625.1	3211390	906888	Nonlabens ulvanivorans
GCA_000732635.1	3717420	318464	Clostridium sulfidigenes
GCA_000732725.1	4676087	1469948	Clostridium sp. KNHs209
GCA_000732925.1	9053857	208439	Amycolatopsis japonica
GCA_000732945.1	2359448	191610	Corynebacterium atypicum
GCA_000733125.1	3354504	1247963	Parvularcula oceani
GCA_000733415.1	7866824	1487953	Leptolyngbya sp. JSC-1
GCA_000733475.1	2670033	1197477	Mangrovimonas yunxiaonensis
GCA_000733725.1	3551806	472175	Nitratireductor basaltis
GCA_000733765.1	3805681	1415780	Algiphilus aromaticivorans DG1253
GCA_000733775.1	4388462	1158292	Thiomonas sp. FB-Cd
GCA_000733855.1	4526071	39774	Methylomicrobium agile
GCA_000733865.1	850030	171280	Mycoplasma buteonis
GCA_000733915.1	2673433	1382303	Caulobacteraceae bacterium PMMR1
GCA_000733925.1	5550230	616991	Arenibacter algicola
GCA_000733935.1	4335162	438855	Methylomarinum vadi
GCA_000733945.1	4140757	1392489	Leeuwenhoekiella sp. MAR_2009_132
GCA_000734015.1	1764045	1741	Thermodesulfobacterium commune
GCA_000734895.2	6420126	1337936	Calothrix sp. 336/3
